Continent,Country,Year,Export/import,Plastic Type,Ban,Trade Value
North America,Canada,2007,Export,All Scrap Plastics,No,80970
North America,Mexico,2007,Export,All Scrap Plastics,No,7702
North America,United States,2007,Export,All Scrap Plastics,No,542957
Oceania,Australia,2007,Export,All Scrap Plastics,No,142
Oceania,New Caledonia,2007,Export,All Scrap Plastics,No,129
South America,Brazil,2007,Export,All Scrap Plastics,No,128416
South America,Suriname,2007,Export,All Scrap Plastics,No,14918
Africa,Angola,2008,Export,All Scrap Plastics,No,372
Africa,Cote d'Ivoire,2008,Export,All Scrap Plastics,No,77072
Africa,Cameroon,2008,Export,All Scrap Plastics,No,12764
Africa,Republic of the Congo,2008,Export,All Scrap Plastics,No,1718
Africa,Djibouti,2008,Export,All Scrap Plastics,No,213051
Africa,Ethiopia,2008,Export,All Scrap Plastics,No,140536
Africa,Ghana,2008,Export,All Scrap Plastics,No,2636
Africa,Kenya,2008,Export,All Scrap Plastics,No,23478
Africa,Libya,2008,Export,All Scrap Plastics,No,3567
Africa,Nigeria,2008,Export,All Scrap Plastics,No,24819
Africa,Seychelles,2008,Export,All Scrap Plastics,No,6690
Africa,Togo,2008,Export,All Scrap Plastics,No,6832
Africa,Tanzania,2008,Export,All Scrap Plastics,No,18980
Africa,Uganda,2008,Export,All Scrap Plastics,No,32863
Africa,South Africa,2008,Export,All Scrap Plastics,No,14567
Africa,Zambia,2008,Export,All Scrap Plastics,No,9406
Asia,United Arab Emirates,2008,Export,All Scrap Plastics,No,670233
Asia,Bangladesh,2008,Export,All Scrap Plastics,No,13072
Asia,Bahrain,2008,Export,All Scrap Plastics,No,48195
Asia,Bhutan,2008,Export,All Scrap Plastics,No,118751
Asia,China,2008,Export,All Scrap Plastics,No,2196730
Asia,Hong Kong,2008,Export,All Scrap Plastics,No,2003040
Asia,Israel,2008,Export,All Scrap Plastics,No,361
Asia,Japan,2008,Export,All Scrap Plastics,No,8169
Asia,South Korea,2008,Export,All Scrap Plastics,No,25119
Asia,Kuwait,2008,Export,All Scrap Plastics,No,2061
Asia,Sri Lanka,2008,Export,All Scrap Plastics,No,9773
Asia,Maldives,2008,Export,All Scrap Plastics,No,1150
Asia,Malaysia,2008,Export,All Scrap Plastics,No,8339
Asia,Nepal,2008,Export,All Scrap Plastics,No,625482
Asia,Pakistan,2008,Export,All Scrap Plastics,No,50854
Asia,Philippines,2008,Export,All Scrap Plastics,No,22
Asia,North Korea,2008,Export,All Scrap Plastics,No,26004
Asia,Qatar,2008,Export,All Scrap Plastics,No,214360
Asia,Saudi Arabia,2008,Export,All Scrap Plastics,No,156715
Asia,Singapore,2008,Export,All Scrap Plastics,No,18301
Asia,Thailand,2008,Export,All Scrap Plastics,No,46888
Asia,Vietnam,2008,Export,All Scrap Plastics,No,1076962
Asia,Chinese Taipei,2008,Export,All Scrap Plastics,No,139688
Europe,Belgium,2008,Export,All Scrap Plastics,No,160687
Europe,Switzerland,2008,Export,All Scrap Plastics,No,18
Europe,Germany,2008,Export,All Scrap Plastics,No,252359
Europe,Denmark,2008,Export,All Scrap Plastics,No,1159
Europe,Spain,2008,Export,All Scrap Plastics,No,210128
Europe,France,2008,Export,All Scrap Plastics,No,4645
Europe,United Kingdom,2008,Export,All Scrap Plastics,No,17436
Europe,Greece,2008,Export,All Scrap Plastics,No,11146
Europe,Italy,2008,Export,All Scrap Plastics,No,4378
Europe,Latvia,2008,Export,All Scrap Plastics,No,11143
Europe,Netherlands,2008,Export,All Scrap Plastics,No,7323
Europe,Norway,2008,Export,All Scrap Plastics,No,1710
Europe,Poland,2008,Export,All Scrap Plastics,No,2600
Europe,Russia,2008,Export,All Scrap Plastics,No,28
Europe,Sweden,2008,Export,All Scrap Plastics,No,7198
North America,Netherlands Antilles,2008,Export,All Scrap Plastics,No,1965
North America,Canada,2008,Export,All Scrap Plastics,No,53063
North America,Cuba,2008,Export,All Scrap Plastics,No,13881
North America,Guatemala,2008,Export,All Scrap Plastics,No,6917
North America,United States,2008,Export,All Scrap Plastics,No,763844
Oceania,Australia,2008,Export,All Scrap Plastics,No,1226
Oceania,Fiji,2008,Export,All Scrap Plastics,No,276
Oceania,New Zealand,2008,Export,All Scrap Plastics,No,6247
South America,Brazil,2008,Export,All Scrap Plastics,No,198147
South America,Guyana,2008,Export,All Scrap Plastics,No,92
Africa,Cote d'Ivoire,2009,Export,All Scrap Plastics,No,11215
Africa,Republic of the Congo,2009,Export,All Scrap Plastics,No,9959
Africa,Djibouti,2009,Export,All Scrap Plastics,No,26576
Africa,Egypt,2009,Export,All Scrap Plastics,No,217
Africa,Ethiopia,2009,Export,All Scrap Plastics,No,4595
Africa,Ghana,2009,Export,All Scrap Plastics,No,2377
Africa,Kenya,2009,Export,All Scrap Plastics,No,11480
Africa,Liberia,2009,Export,All Scrap Plastics,No,27447
Africa,Mauritius,2009,Export,All Scrap Plastics,No,8587
Africa,Nigeria,2009,Export,All Scrap Plastics,No,1911231
Africa,Sudan,2009,Export,All Scrap Plastics,No,4443
Africa,Senegal,2009,Export,All Scrap Plastics,No,58
Africa,Seychelles,2009,Export,All Scrap Plastics,No,40
Africa,Tanzania,2009,Export,All Scrap Plastics,No,12413
Africa,Uganda,2009,Export,All Scrap Plastics,No,1155
Africa,South Africa,2009,Export,All Scrap Plastics,No,4747
Africa,Zambia,2009,Export,All Scrap Plastics,No,8137
Asia,United Arab Emirates,2009,Export,All Scrap Plastics,No,19622
Asia,Bangladesh,2009,Export,All Scrap Plastics,No,16768
Asia,Bahrain,2009,Export,All Scrap Plastics,No,4626
Asia,Bhutan,2009,Export,All Scrap Plastics,No,542767
Asia,China,2009,Export,All Scrap Plastics,No,4423836
Asia,Georgia,2009,Export,All Scrap Plastics,No,8
Asia,Hong Kong,2009,Export,All Scrap Plastics,No,1126656
Asia,Iran,2009,Export,All Scrap Plastics,No,69
Asia,Japan,2009,Export,All Scrap Plastics,No,1119
Asia,Cambodia,2009,Export,All Scrap Plastics,No,51
Asia,South Korea,2009,Export,All Scrap Plastics,No,100043
Asia,Kuwait,2009,Export,All Scrap Plastics,No,243
Asia,Sri Lanka,2009,Export,All Scrap Plastics,No,6494
Asia,Maldives,2009,Export,All Scrap Plastics,No,416
Asia,Burma,2009,Export,All Scrap Plastics,No,4368
Asia,Malaysia,2009,Export,All Scrap Plastics,No,61447
Asia,Nepal,2009,Export,All Scrap Plastics,No,137262
Asia,Oman,2009,Export,All Scrap Plastics,No,29924
Asia,North Korea,2009,Export,All Scrap Plastics,No,29738
Asia,Saudi Arabia,2009,Export,All Scrap Plastics,No,2410467
Asia,Singapore,2009,Export,All Scrap Plastics,No,95326
Asia,Thailand,2009,Export,All Scrap Plastics,No,41780
Asia,Tajikistan,2009,Export,All Scrap Plastics,No,2548
Asia,Vietnam,2009,Export,All Scrap Plastics,No,244894
Asia,Chinese Taipei,2009,Export,All Scrap Plastics,No,75972
Europe,Austria,2009,Export,All Scrap Plastics,No,3270
Europe,Belgium,2009,Export,All Scrap Plastics,No,137883
Europe,Germany,2009,Export,All Scrap Plastics,No,13076
Europe,Finland,2009,Export,All Scrap Plastics,No,23
Europe,France,2009,Export,All Scrap Plastics,No,5201
Europe,United Kingdom,2009,Export,All Scrap Plastics,No,15256
Europe,Greece,2009,Export,All Scrap Plastics,No,406
Europe,Ireland,2009,Export,All Scrap Plastics,No,12215
Europe,Italy,2009,Export,All Scrap Plastics,No,120179
Europe,Netherlands,2009,Export,All Scrap Plastics,No,965
Europe,Poland,2009,Export,All Scrap Plastics,No,73
Europe,Slovakia,2009,Export,All Scrap Plastics,No,25650
Europe,Slovenia,2009,Export,All Scrap Plastics,No,3
North America,Canada,2009,Export,All Scrap Plastics,No,303
North America,Costa Rica,2009,Export,All Scrap Plastics,No,87
North America,United States,2009,Export,All Scrap Plastics,No,314147
Oceania,Australia,2009,Export,All Scrap Plastics,No,1304
Oceania,Kiribati,2009,Export,All Scrap Plastics,No,1275
Oceania,New Zealand,2009,Export,All Scrap Plastics,No,211
South America,Brazil,2009,Export,All Scrap Plastics,No,462785
South America,Venezuela,2009,Export,All Scrap Plastics,No,1263
Africa,Angola,2010,Export,All Scrap Plastics,No,936
Africa,Burkina Faso,2010,Export,All Scrap Plastics,No,6226
Africa,Cote d'Ivoire,2010,Export,All Scrap Plastics,No,77388
Africa,Republic of the Congo,2010,Export,All Scrap Plastics,No,44844
Africa,Egypt,2010,Export,All Scrap Plastics,No,349
Africa,Ethiopia,2010,Export,All Scrap Plastics,No,90588
Africa,Kenya,2010,Export,All Scrap Plastics,No,305
Africa,Liberia,2010,Export,All Scrap Plastics,No,125982
Africa,Morocco,2010,Export,All Scrap Plastics,No,10878
Africa,Mauritius,2010,Export,All Scrap Plastics,No,523
Africa,Namibia,2010,Export,All Scrap Plastics,No,18782
Africa,Nigeria,2010,Export,All Scrap Plastics,No,51868
Africa,Sudan,2010,Export,All Scrap Plastics,No,11229
Africa,Senegal,2010,Export,All Scrap Plastics,No,259
Africa,Seychelles,2010,Export,All Scrap Plastics,No,49
Africa,Tanzania,2010,Export,All Scrap Plastics,No,31405
Africa,Uganda,2010,Export,All Scrap Plastics,No,120
Africa,South Africa,2010,Export,All Scrap Plastics,No,4525
Asia,United Arab Emirates,2010,Export,All Scrap Plastics,No,38276
Asia,Bahrain,2010,Export,All Scrap Plastics,No,40850
Asia,Bhutan,2010,Export,All Scrap Plastics,No,232593
Asia,China,2010,Export,All Scrap Plastics,No,10002960
Asia,Hong Kong,2010,Export,All Scrap Plastics,No,3270401
Asia,Indonesia,2010,Export,All Scrap Plastics,No,111507
Asia,Japan,2010,Export,All Scrap Plastics,No,4983
Asia,South Korea,2010,Export,All Scrap Plastics,No,172824
Asia,Sri Lanka,2010,Export,All Scrap Plastics,No,23162
Asia,Malaysia,2010,Export,All Scrap Plastics,No,51869
Asia,Nepal,2010,Export,All Scrap Plastics,No,184704
Asia,Oman,2010,Export,All Scrap Plastics,No,44048
Asia,Pakistan,2010,Export,All Scrap Plastics,No,39498
Asia,Qatar,2010,Export,All Scrap Plastics,No,71554
Asia,Saudi Arabia,2010,Export,All Scrap Plastics,No,4022639
Asia,Singapore,2010,Export,All Scrap Plastics,No,54022
Asia,Syria,2010,Export,All Scrap Plastics,No,2959
Asia,Thailand,2010,Export,All Scrap Plastics,No,6754
Asia,Turkey,2010,Export,All Scrap Plastics,No,37307
Asia,Vietnam,2010,Export,All Scrap Plastics,No,675328
Asia,Chinese Taipei,2010,Export,All Scrap Plastics,No,87525
Asia,Yemen,2010,Export,All Scrap Plastics,No,290
Europe,Austria,2010,Export,All Scrap Plastics,No,5870
Europe,Belgium,2010,Export,All Scrap Plastics,No,56114
Europe,Czechia,2010,Export,All Scrap Plastics,No,525
Europe,Germany,2010,Export,All Scrap Plastics,No,15912
Europe,Spain,2010,Export,All Scrap Plastics,No,2644
Europe,France,2010,Export,All Scrap Plastics,No,5207
Europe,United Kingdom,2010,Export,All Scrap Plastics,No,8711
Europe,Croatia,2010,Export,All Scrap Plastics,No,1362
Europe,Hungary,2010,Export,All Scrap Plastics,No,2154
Europe,Italy,2010,Export,All Scrap Plastics,No,1998
Europe,Netherlands,2010,Export,All Scrap Plastics,No,13689
Europe,Poland,2010,Export,All Scrap Plastics,No,7122
Europe,Russia,2010,Export,All Scrap Plastics,No,2
Europe,Slovakia,2010,Export,All Scrap Plastics,No,25874
Europe,Slovenia,2010,Export,All Scrap Plastics,No,47028
Europe,Ukraine,2010,Export,All Scrap Plastics,No,2015
North America,Canada,2010,Export,All Scrap Plastics,No,1508
North America,Costa Rica,2010,Export,All Scrap Plastics,No,60
North America,Panama,2010,Export,All Scrap Plastics,No,4066
North America,United States,2010,Export,All Scrap Plastics,No,255831
Oceania,Australia,2010,Export,All Scrap Plastics,No,149
Oceania,Fiji,2010,Export,All Scrap Plastics,No,151
South America,Brazil,2010,Export,All Scrap Plastics,No,402900
Africa,Burundi,2011,Export,All Scrap Plastics,No,3228
Africa,Benin,2011,Export,All Scrap Plastics,No,13417
Africa,Cameroon,2011,Export,All Scrap Plastics,No,7
Africa,Republic of the Congo,2011,Export,All Scrap Plastics,No,1372
Africa,Comoros,2011,Export,All Scrap Plastics,No,461
Africa,Algeria,2011,Export,All Scrap Plastics,No,52
Africa,Ethiopia,2011,Export,All Scrap Plastics,No,206998
Africa,Ghana,2011,Export,All Scrap Plastics,No,3135
Africa,Gambia,2011,Export,All Scrap Plastics,No,7472
Africa,Kenya,2011,Export,All Scrap Plastics,No,84539
Africa,Mozambique,2011,Export,All Scrap Plastics,No,33471
Africa,Mauritius,2011,Export,All Scrap Plastics,No,1341
Africa,Nigeria,2011,Export,All Scrap Plastics,No,853
Africa,Rwanda,2011,Export,All Scrap Plastics,No,2619
Africa,Sudan,2011,Export,All Scrap Plastics,No,17795
Africa,Eswatini,2011,Export,All Scrap Plastics,No,11
Africa,Seychelles,2011,Export,All Scrap Plastics,No,20
Africa,Tanzania,2011,Export,All Scrap Plastics,No,83829
Africa,South Africa,2011,Export,All Scrap Plastics,No,2312
Africa,Zambia,2011,Export,All Scrap Plastics,No,237
Asia,Afghanistan,2011,Export,All Scrap Plastics,No,19073
Asia,United Arab Emirates,2011,Export,All Scrap Plastics,No,238423
Asia,Bangladesh,2011,Export,All Scrap Plastics,No,1722
Asia,Bahrain,2011,Export,All Scrap Plastics,No,67733
Asia,Brunei,2011,Export,All Scrap Plastics,No,198
Asia,Bhutan,2011,Export,All Scrap Plastics,No,249170
Asia,China,2011,Export,All Scrap Plastics,No,10665939
Asia,Hong Kong,2011,Export,All Scrap Plastics,No,5873027
Asia,Indonesia,2011,Export,All Scrap Plastics,No,100861
Asia,Iraq,2011,Export,All Scrap Plastics,No,24
Asia,Israel,2011,Export,All Scrap Plastics,No,19194
Asia,Japan,2011,Export,All Scrap Plastics,No,169
Asia,South Korea,2011,Export,All Scrap Plastics,No,318187
Asia,Kuwait,2011,Export,All Scrap Plastics,No,217
Asia,Sri Lanka,2011,Export,All Scrap Plastics,No,169028
Asia,Maldives,2011,Export,All Scrap Plastics,No,87
Asia,Malaysia,2011,Export,All Scrap Plastics,No,89518
Asia,Nepal,2011,Export,All Scrap Plastics,No,106929
Asia,Pakistan,2011,Export,All Scrap Plastics,No,16709
Asia,Philippines,2011,Export,All Scrap Plastics,No,2062
Asia,North Korea,2011,Export,All Scrap Plastics,No,51365
Asia,Saudi Arabia,2011,Export,All Scrap Plastics,No,39326
Asia,Singapore,2011,Export,All Scrap Plastics,No,10210
Asia,Thailand,2011,Export,All Scrap Plastics,No,419
Asia,Turkmenistan,2011,Export,All Scrap Plastics,No,18720
Asia,Vietnam,2011,Export,All Scrap Plastics,No,441629
Asia,Chinese Taipei,2011,Export,All Scrap Plastics,No,257178
Asia,Yemen,2011,Export,All Scrap Plastics,No,104
Europe,Austria,2011,Export,All Scrap Plastics,No,8814
Europe,Belgium,2011,Export,All Scrap Plastics,No,1048993
Europe,Belarus,2011,Export,All Scrap Plastics,No,1
Europe,Czechia,2011,Export,All Scrap Plastics,No,2366
Europe,Germany,2011,Export,All Scrap Plastics,No,34338
Europe,Denmark,2011,Export,All Scrap Plastics,No,24
Europe,Spain,2011,Export,All Scrap Plastics,No,12194
Europe,France,2011,Export,All Scrap Plastics,No,2028
Europe,United Kingdom,2011,Export,All Scrap Plastics,No,22405
Europe,Ireland,2011,Export,All Scrap Plastics,No,22793
Europe,Italy,2011,Export,All Scrap Plastics,No,26871
Europe,Netherlands,2011,Export,All Scrap Plastics,No,8355
Europe,Norway,2011,Export,All Scrap Plastics,No,729
Europe,Portugal,2011,Export,All Scrap Plastics,No,834
Europe,Slovakia,2011,Export,All Scrap Plastics,No,4720
Europe,Sweden,2011,Export,All Scrap Plastics,No,4490
North America,Canada,2011,Export,All Scrap Plastics,No,483
North America,Honduras,2011,Export,All Scrap Plastics,No,36
North America,Mexico,2011,Export,All Scrap Plastics,No,35
North America,Panama,2011,Export,All Scrap Plastics,No,79321
North America,United States,2011,Export,All Scrap Plastics,No,609502
Oceania,Australia,2011,Export,All Scrap Plastics,No,545
Oceania,New Caledonia,2011,Export,All Scrap Plastics,No,111
Oceania,New Zealand,2011,Export,All Scrap Plastics,No,5
South America,Brazil,2011,Export,All Scrap Plastics,No,316242
South America,Chile,2011,Export,All Scrap Plastics,No,5565
South America,Colombia,2011,Export,All Scrap Plastics,No,19
South America,Ecuador,2011,Export,All Scrap Plastics,No,13900
South America,Paraguay,2011,Export,All Scrap Plastics,No,5615
South America,Venezuela,2011,Export,All Scrap Plastics,No,6
Africa,Burkina Faso,2012,Export,All Scrap Plastics,No,294
Africa,Republic of the Congo,2012,Export,All Scrap Plastics,No,1202
Africa,Ethiopia,2012,Export,All Scrap Plastics,No,384111
Africa,Ghana,2012,Export,All Scrap Plastics,No,7480
Africa,Kenya,2012,Export,All Scrap Plastics,No,3549
Africa,Mozambique,2012,Export,All Scrap Plastics,No,115626
Africa,Mauritius,2012,Export,All Scrap Plastics,No,2723
Africa,Namibia,2012,Export,All Scrap Plastics,No,6
Africa,Nigeria,2012,Export,All Scrap Plastics,No,8888
Africa,Rwanda,2012,Export,All Scrap Plastics,No,2233
Africa,Senegal,2012,Export,All Scrap Plastics,No,225
Africa,Sierra Leone,2012,Export,All Scrap Plastics,No,7752
Africa,Seychelles,2012,Export,All Scrap Plastics,No,3
Africa,Tunisia,2012,Export,All Scrap Plastics,No,689
Africa,Tanzania,2012,Export,All Scrap Plastics,No,42902
Africa,Uganda,2012,Export,All Scrap Plastics,No,13293
Africa,South Africa,2012,Export,All Scrap Plastics,No,99
Asia,United Arab Emirates,2012,Export,All Scrap Plastics,No,86235
Asia,Bangladesh,2012,Export,All Scrap Plastics,No,8509
Asia,Bahrain,2012,Export,All Scrap Plastics,No,34970
Asia,Bhutan,2012,Export,All Scrap Plastics,No,780221
Asia,China,2012,Export,All Scrap Plastics,No,8651920
Asia,Cyprus,2012,Export,All Scrap Plastics,No,21
Asia,Hong Kong,2012,Export,All Scrap Plastics,No,4128100
Asia,Indonesia,2012,Export,All Scrap Plastics,No,1913
Asia,Israel,2012,Export,All Scrap Plastics,No,2078
Asia,Japan,2012,Export,All Scrap Plastics,No,9495
Asia,South Korea,2012,Export,All Scrap Plastics,No,85184
Asia,Kuwait,2012,Export,All Scrap Plastics,No,7993
Asia,Sri Lanka,2012,Export,All Scrap Plastics,No,2928
Asia,Maldives,2012,Export,All Scrap Plastics,No,273
Asia,Malaysia,2012,Export,All Scrap Plastics,No,398056
Asia,Nepal,2012,Export,All Scrap Plastics,No,89269
Asia,Oman,2012,Export,All Scrap Plastics,No,10256
Asia,North Korea,2012,Export,All Scrap Plastics,No,404
Asia,Saudi Arabia,2012,Export,All Scrap Plastics,No,20490
Asia,Singapore,2012,Export,All Scrap Plastics,No,10274
Asia,Thailand,2012,Export,All Scrap Plastics,No,127749
Asia,Vietnam,2012,Export,All Scrap Plastics,No,501605
Asia,Chinese Taipei,2012,Export,All Scrap Plastics,No,134158
Europe,Austria,2012,Export,All Scrap Plastics,No,1046
Europe,Belgium,2012,Export,All Scrap Plastics,No,25549
Europe,Switzerland,2012,Export,All Scrap Plastics,No,28097
Europe,Germany,2012,Export,All Scrap Plastics,No,31452
Europe,Spain,2012,Export,All Scrap Plastics,No,20459
Europe,France,2012,Export,All Scrap Plastics,No,424
Europe,United Kingdom,2012,Export,All Scrap Plastics,No,45192
Europe,Ireland,2012,Export,All Scrap Plastics,No,72956
Europe,Italy,2012,Export,All Scrap Plastics,No,174633
Europe,Malta,2012,Export,All Scrap Plastics,No,1283
Europe,Netherlands,2012,Export,All Scrap Plastics,No,60628
Europe,Norway,2012,Export,All Scrap Plastics,No,506
Europe,Poland,2012,Export,All Scrap Plastics,No,38
Europe,Slovenia,2012,Export,All Scrap Plastics,No,15472
Europe,Sweden,2012,Export,All Scrap Plastics,No,17192
North America,Canada,2012,Export,All Scrap Plastics,No,1051
North America,Costa Rica,2012,Export,All Scrap Plastics,No,202
